"year","county_cn","official_area_cn","source_title","source_url","variable_group","gdp_100m_yuan","primary_industry_100m_yuan","secondary_industry_100m_yuan","tertiary_industry_100m_yuan","industry_100m_yuan","construction_100m_yuan","per_capita_gdp_yuan","resident_population_10k","urban_population_10k","rural_population_10k","urbanization_rate_pct","fixed_asset_investment_100m_yuan","fixed_asset_investment_growth_pct","real_estate_development_100m_yuan","real_estate_development_growth_pct","budget_revenue_10k_yuan","vat_10k_yuan","enterprise_income_tax_10k_yuan","individual_income_tax_10k_yuan","budget_expenditure_10k_yuan","general_public_service_exp_10k_yuan","education_exp_10k_yuan","science_technology_exp_10k_yuan","agri_forestry_water_exp_10k_yuan","industrial_va_growth_pct","light_industry_growth_pct","heavy_industry_growth_pct","retail_sales_100m_yuan","retail_sales_growth_pct"
"2013","连城县","连城县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","123.27","25.41","55.04","46.97","8.07","42.82","50213",,,,,,,,,,,,,,,,,,,,,,
"2013","连城县","连城县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"24.5","10.1","14.4","41.2",,,,,,,,,,,,,,,,,,
"2013","连城县","连城县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"463960","14.2"
"2013","连江县","连江县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"342.27","32.6","211.59","34.6",,,,,,,,,,,,,,
"2013","连江县","连江县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","302.53","107.12","116.5","102.62","13.88","78.91","53263",,,,,,,,,,,,,,,,,,,,,,
"2013","连江县","连江县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"57","23.3","33.69","40.9",,,,,,,,,,,,,,,,,,
"2013","连江县","连江县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"789665","18.2"
"2013","龙海市","龙海市","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"303.85","2","247.52","-3.3",,,,,,,,,,,,,,
"2013","龙海市","龙海市","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","520.24","57.49","293.37","252.44","40.93","169.38","56842",,,,,,,,,,,,,,,,,,,,,,
"2013","龙海市","龙海市","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"91.8","48","43.8","52.3",,,,,,,,,,,,,,,,,,
"2013","龙海市","龙海市","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1193873","9.2"
"2013","龙文区","龙文区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"135.05","-6.6","58.76","-14.5",,,,,,,,,,,,,,
"2013","龙文区","龙文区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","128.44","4.7","71.34","53.96","17.38","52.4","69905",,,,,,,,,,,,,,,,,,,,,,
"2013","龙文区","龙文区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"18.5","15.6","2.9","84.3",,,,,,,,,,,,,,,,,,
"2013","龙文区","龙文区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"747232","30.1"
"2013","罗源县","罗源县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"141.15","22.2","72.38","10.8",,,,,,,,,,,,,,
"2013","罗源县","罗源县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","162.49","28.34","110.8","105.17","5.63","23.35","78974",,,,,,,,,,,,,,,,,,,,,,
"2013","罗源县","罗源县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"20.5","8.1","12.4","39.5",,,,,,,,,,,,,,,,,,
"2013","罗源县","罗源县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"369578","15"
"2013","洛江区","洛江区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"60.83","20.7","40.03","47.1",,,,,,,,,,,,,,
"2013","洛江区","洛江区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","123.79","3.83","91.26","82.05","9.21","28.7","62470",,,,,,,,,,,,,,,,,,,,,,
"2013","洛江区","洛江区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"20.2","10.6","9.6","52.5",,,,,,,,,,,,,,,,,,
"2013","洛江区","洛江区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"231668","17.9"
"2013","马尾区","马尾区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"145.24","50.1","101.76","21",,,,,,,,,,,,,,
"2013","马尾区","马尾区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","338.96","5.63","229.15","212.15","17","104.18","138921",,,,,,,,,,,,,,,,,,,,,,
"2013","马尾区","马尾区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"24.6","17.3","7.26","70.5",,,,,,,,,,,,,,,,,,
"2013","马尾区","马尾区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1022089","26"
"2013","梅列区","梅列区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"114.33","26.3","87.49","41.4",,,,,,,,,,,,,,
"2013","梅列区","梅列区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","211.3","3.61","114.31","101.71","12.6","93.38","118343",,,,,,,,,,,,,,,,,,,,,,
"2013","梅列区","梅列区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"17.9","17.4","0.5","97.2",,,,,,,,,,,,,,,,,,
"2013","梅列区","梅列区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"729461","8.4"
"2013","闽侯县","闽侯县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"449.94","19.4","274.65","-8.5",,,,,,,,,,,,,,
"2013","闽侯县","闽侯县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","377.46","32.65","232.05","205.93","26.12","112.76","54665",,,,,,,,,,,,,,,,,,,,,,
"2013","闽侯县","闽侯县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"69.3","35.3","33.96","51",,,,,,,,,,,,,,,,,,
"2013","闽侯县","闽侯县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1415753","32.2"
"2013","闽清县","闽清县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"38.88","26.9","32.33","39.4",,,,,,,,,,,,,,
"2013","闽清县","闽清县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","117.02","20.77","67.37","57.09","10.28","28.88","50006",,,,,,,,,,,,,,,,,,,,,,
"2013","闽清县","闽清县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"23.3","8.5","14.8","36.5",,,,,,,,,,,,,,,,,,
"2013","闽清县","闽清县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"355976","15"
"2013","明溪县","明溪县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"51.93","31.9","47.05","33.5",,,,,,,,,,,,,,
"2013","明溪县","明溪县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","49.41","13.01","22.11","17.26","4.85","14.29","48804",,,,,,,,,,,,,,,,,,,,,,
"2013","明溪县","明溪县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"10.1","4.8","5.3","47.5",,,,,,,,,,,,,,,,,,
"2013","明溪县","明溪县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"117037","13.1"
"2013","南安市","南安市","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"337.6","22.3","276.32","26.7",,,,,,,,,,,,,,
"2013","南安市","南安市","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","709.99","23.61","448.59","415.3","33.29","237.79","49010",,,,,,,,,,,,,,,,,,,,,,
"2013","南安市","南安市","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"145.5","78.4","67.1","53.9",,,,,,,,,,,,,,,,,,
"2013","南安市","南安市","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2790432","15.3"
"2013","南靖县","南靖县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"136.62","30.7","126.45","31.3",,,,,,,,,,,,,,
"2013","南靖县","南靖县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","173.19","41.54","83.74","76.28","7.46","47.91","51499",,,,,,,,,,,,,,,,,,,,,,
"2013","南靖县","南靖县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"33.7","15.7","18","46.6",,,,,,,,,,,,,,,,,,
"2013","南靖县","南靖县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"395688","5.9"
"2013","宁化县","宁化县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"106.31","31.1","89.1","30.5",,,,,,,,,,,,,,
"2013","宁化县","宁化县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","91.05","24.48","39.66","29.49","10.17","26.91","33232",,,,,,,,,,,,,,,,,,,,,,
"2013","宁化县","宁化县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"27.5","9.6","17.9","34.9",,,,,,,,,,,,,,,,,,
"2013","宁化县","宁化县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"264577","16.4"
"2013","平和县","平和县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"96.49","35.6","85.14","35.5",,,,,,,,,,,,,,
"2013","平和县","平和县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","140.44","50.11","40.31","30.42","9.89","50.02","28318",,,,,,,,,,,,,,,,,,,,,,
"2013","平和县","平和县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"49.7","20.2","29.5","40.6",,,,,,,,,,,,,,,,,,
"2013","平和县","平和县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"528468","11.8"
"2013","平潭县","平潭县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"335.71","0.9","286.65","-1.5",,,,,,,,,,,,,,
"2013","平潭县","平潭县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","155.39","35.32","48.29","8.44","39.85","71.78","39339",,,,,,,,,,,,,,,,,,,,,,
"2013","平潭县","平潭县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"40","16.3","23.7","40.7",,,,,,,,,,,,,,,,,,
"2013","平潭县","平潭县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"465319","7.5"
"2013","屏南县","屏南县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"25.08","29.7","18.34","12.3",,,,,,,,,,,,,,
"2013","屏南县","屏南县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","52.84","11.88","22.69","18.71","3.98","18.27","38851",,,,,,,,,,,,,,,,,,,,,,
"2013","屏南县","屏南县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"13.6","5.3","8.3","39",,,,,,,,,,,,,,,,,,
"2013","屏南县","屏南县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"131543","16.2"
"2013","浦城县","浦城县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"101.07","21.7","96.32","24.4",,,,,,,,,,,,,,
"2013","浦城县","浦城县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","95.19","25.9","36.03","28.31","7.72","33.26","31726",,,,,,,,,,,,,,,,,,,,,,
"2013","浦城县","浦城县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"29.9","13.2","16.7","44.1",,,,,,,,,,,,,,,,,,
"2013","浦城县","浦城县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"330480","11"
"2013","清流县","清流县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"64.41","27.1","57.23","26.5",,,,,,,,,,,,,,
"2013","清流县","清流县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","68.37","13.99","33.81","24.51","9.3","20.57","50609",,,,,,,,,,,,,,,,,,,,,,
"2013","清流县","清流县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"13.5","5.7","7.8","42.2",,,,,,,,,,,,,,,,,,
"2013","清流县","清流县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"153081","18.7"
"2013","泉港区","泉港区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"136.85","31.2","121.7","24.1",,,,,,,,,,,,,,
"2013","泉港区","泉港区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","297.88","10.46","211.87","182.04","29.83","75.55","92828",,,,,,,,,,,,,,,,,,,,,,
"2013","泉港区","泉港区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"32.3","14.3","18","44.3",,,,,,,,,,,,,,,,,,
"2013","泉港区","泉港区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"655993","11.3"
"2013","三元区","三元区","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"118.52","28.8","115.92","32.3",,,,,,,,,,,,,,
"2013","三元区","三元区","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","105.88","10.99","57.89","47.02","10.87","37","53167",,,,,,,,,,,,,,,,,,,,,,
"2013","三元区","三元区","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"19.9","16.7","3.2","83.9",,,,,,,,,,,,,,,,,,
"2013","三元区","三元区","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"289648","9.1"
"2013","沙县","沙县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"146.27","21.8","136.98","29.9",,,,,,,,,,,,,,
"2013","沙县","沙县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","163.81","24.63","87.73","77.18","10.55","51.45","72002",,,,,,,,,,,,,,,,,,,,,,
"2013","沙县","沙县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"22.8","13.5","9.3","59.2",,,,,,,,,,,,,,,,,,
"2013","沙县","沙县","22-20 社会消费品零售总额（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2220.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"427418","13"
"2013","上杭县","上杭县","22-6 固定资产投资（不含农户）（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2206.htm","fixed_asset_investment",,,,,,,,,,,,"134.63","14.8","131.38","16.9",,,,,,,,,,,,,,
"2013","上杭县","上杭县","22-1 地区生产总值（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2201.htm","gdp","202.28","27.62","114.82","88.15","26.67","59.84","54522",,,,,,,,,,,,,,,,,,,,,,
"2013","上杭县","上杭县","22-4 年末常住人口数（2013年）","https://tjj.fujian.gov.cn/tongjinianjian/dz2014/cn/html/2204.htm","population",,,,,,,,"37.1","15.3","21.8","41.2",,,,,,,,,,,,,,,,,,
