"distcode","county_cn","county_en","city_cn","city_en","province_cn","province_en","sequestration_mt_2000","sequestration_mt_2001","sequestration_mt_2002","sequestration_mt_2003","sequestration_mt_2004","sequestration_mt_2005","sequestration_mt_2006","sequestration_mt_2007","sequestration_mt_2008","sequestration_mt_2009","sequestration_mt_2010","sequestration_mt_2011","sequestration_mt_2012","sequestration_mt_2013","sequestration_mt_2014","sequestration_mt_2015","sequestration_mt_2016","sequestration_mt_2017"
"350823","上杭县","Shanghang County","龙岩市","Longyan City","福建省","Fujian Province","9.5012180799639","10.3069767753089","9.77072754601805","10.7520727496212","10.8106865703042","9.65132376611146","9.63184409476671","10.0533509729116","9.95829211294636","10.1393912907804","9.34561321517082","9.49750854938212","9.9261321621173","9.9239019204261","9.33653663488064","9.47489744524709","9.25759547484193","10.2510580435173"
"350824","武平县","Wuping County","龙岩市","Longyan City","福建省","Fujian Province","8.82202126993413","9.63285925020835","9.08528551489046","9.94088772377068","10.1189616642146","9.01523143128934","8.95272598439375","9.3122844379956","9.25006640767728","9.35248573047388","8.72123613019516","8.87499424538762","9.20545979366151","9.1566104504549","8.63425435831335","8.6637046046002","8.6688353856173","9.50453948708314"
"350825","连城县","Liancheng County","龙岩市","Longyan City","福建省","Fujian Province","6.87398198372785","7.69601322383039","7.09029229053359","7.8042887463703","7.98442762914385","6.80420311374152","6.95469798411701","7.29553929965449","7.25330337505083","7.2103153230934","6.62685989726892","6.59427815552545","7.13513323100276","7.14242128309014","6.70049661721151","6.64272443698695","6.62963302699206","7.21965560571127"
"350881","漳平市","Zhangping City","龙岩市","Longyan City","福建省","Fujian Province","8.72334641168903","9.93358118586978","9.35609010890225","10.0014677347151","10.1019382662299","8.99796153402901","9.0926550100794","9.13094813068945","9.23046259934038","9.54914741235434","8.8306858368528","8.66838502239309","9.4513261750393","9.47054088346737","8.53938056274842","8.73111252984296","8.67621791002981","9.45489051323827"
"350902","蕉城区","Jiaocheng District","宁德市","Ningde City","福建省","Fujian Province","4.05344663463664","4.85240535020952","4.66134804515298","4.86756846141717","4.75602001214853","4.27911608083528","4.20466873990607","4.66733193839752","4.41749805527865","4.83022318797325","4.11179330391783","4.20822717564707","4.4611577189188","4.50129432113861","4.47258461460092","4.16298381006042","4.04532849027162","4.4486408663272"
"350921","霞浦县","Xiapu County","宁德市","Ningde City","福建省","Fujian Province","10.0905387700833","11.7234523160927","11.6434277648901","12.5630147992769","11.838663238407","11.011060523071","10.4865112216707","11.8898404705045","11.6110389801708","12.0815335330251","10.5447205516661","11.0089748965163","11.1142234708137","11.6981126033313","11.6132831365696","10.9248290417485","10.5713534005748","11.5650719228113"
"350922","古田县","Gutian County","宁德市","Ningde City","福建省","Fujian Province","5.85565916659557","6.80833731740598","6.51110136386922","6.81104362733339","6.71732970353599","5.88318735376376","5.91686069277625","6.62995849148025","6.22210621524068","6.59169600904026","5.81841223437315","5.93025355721284","6.29085848931036","6.37089561541905","6.26303937422935","5.90035613314671","5.81845963131066","6.32028609998448"
"350923","屏南县","Pingnan County","宁德市","Ningde City","福建省","Fujian Province","3.63042994934237","4.22883969179772","3.96108663971818","4.09938851633961","4.17031179519556","3.60967041112755","3.70498337676981","4.1054644042796","3.82473480144867","4.10755399316267","3.57785023662359","3.57797860423841","3.91183416874261","3.83462200700604","3.88906949314524","3.61411254655178","3.54532510775861","3.85186069728717"
"350924","寿宁县","Shouning County","宁德市","Ningde City","福建省","Fujian Province","3.63008621299337","4.1666162843805","3.98233572569876","4.02412062726265","4.12044315716983","3.63778438873542","3.74944625260888","4.12755133833806","3.82382437507056","4.18206586056275","3.63027473849984","3.66537226818955","4.02376375449262","3.99485340659595","4.04058861544451","3.7774843693906","3.74179201855322","4.01284292268352"
"350925","周宁县","Zhouning County","宁德市","Ningde City","福建省","Fujian Province","2.55888123469981","3.0249924943265","2.85052588309909","2.93383601218329","2.9465548886243","2.61416540754107","2.66260747389232","2.91801807676705","2.74963146523933","3.00668129308102","2.57653708443037","2.61156140898137","2.83932873412861","2.79744354411188","2.81760063883144","2.61597155428231","2.59074024641887","2.80275421883808"
"350926","柘荣县","Zherong County","宁德市","Ningde City","福建省","Fujian Province","1.41807929078431","1.67236050963959","1.60590611716085","1.66985799540156","1.62967187620954","1.49107687407157","1.46209966519793","1.6313272716049","1.57493937161072","1.69285201427869","1.48725055348191","1.48750781169376","1.55763607342441","1.58181578865859","1.58411498143156","1.48930592163127","1.42880133681843","1.54920347317835"
"350981","福安市","Fu'an City","宁德市","Ningde City","福建省","Fujian Province","4.75741183378011","5.51486292437061","5.31430541806287","5.5225359166129","5.45823009063139","4.95357660462034","4.93989228189813","5.45400045980927","5.16204652731778","5.58886470232506","4.82814662081497","4.91052245201956","5.18264743043607","5.28019941421101","5.36860579131572","4.99658270627077","4.89260776714245","5.34774414409682"
"350982","福鼎市","Fuding City","宁德市","Ningde City","福建省","Fujian Province","6.86640892979966","7.76397736282062","7.76089117430347","8.09602653682457","7.94205082445511","7.28155694935129","7.11453972876678","7.82987894081911","7.60321858330236","8.10808351439272","6.95349687653846","7.26706266200765","7.58655088302393","7.69098019972324","7.71929033710251","7.31281580986091","7.02572654723605","7.64075483453389"
